race,sex,LSAT,UGPA,first_pf
7,1,38,3.4,1
7,0,36,3.5,1
7,1,36,3.4,1
7,1,37,3.8,1
7,1,37,3.4,1
7,1,40,2.8,1
7,1,39,2.6,1
7,1,41,3.5,1
7,1,35,4.0,1
7,1,28,3.0,1
7,0,37,3.5,1
7,0,39,3.7,1
7,1,40,3.4,1
7,1,37,3.9,1
7,0,41,3.7,1
0,0,28,3.1,1
7,0,39,4.0,1
7,1,42,3.5,1
7,0,38,3.6,1
7,0,42,3.0,1
7,0,41,3.1,1
1,0,26,3.3,0
7,0,41,3.5,1
7,1,39,3.6,1
7,1,28,3.9,1
7,1,34,3.8,1
7,0,41,3.3,1
7,0,37,3.3,1
7,0,40,3.9,1
7,0,34,4.0,1
7,1,47,3.1,1
3,1,29,3.8,1
3,1,33,3.1,1
4,0,31,2.9,1
0,0,30,2.4,0
7,1,43,2.5,1
7,0,42,3.7,1
7,1,39,3.1,1
7,1,37,3.3,1
7,0,35,4.0,1
1,0,34,3.5,1
7,0,41,3.1,1
7,0,40,4.0,1
7,1,39,3.8,1
2,0,28,2.4,1
2,0,29,2.5,1
2,1,24,3.3,0
7,1,40,2.9,1
7,1,37,3.6,1
7,0,40,3.6,1
7,0,46,3.3,1
7,1,37,3.4,1
7,0,43,3.7,1
7,0,34,3.6,1
7,1,28,3.7,1
2,0,30,3.2,1
7,0,36,3.7,1
7,0,41,3.5,1
7,0,38,3.4,1
7,1,36,3.6,0
7,1,42,3.5,1
2,1,31,2.2,1
7,1,40,3.7,1
7,1,42,3.1,1
7,0,38,3.4,1
7,0,42,3.3,1
7,1,42,3.0,0
7,1,37,3.3,1
7,0,38,3.6,1
7,0,32,3.4,1
7,1,38,3.0,1
4,1,26,2.9,1
7,1,41,3.4,1
3,0,33,3.1,0
7,0,43,3.6,1
7,1,46,2.7,1
7,1,40,2.7,1
7,1,41,3.4,1
7,0,26,3.5,0
7,0,37,3.6,1
2,0,26,2.4,0
7,1,36,3.6,1
7,0,42,4.0,1
5,0,37,3.6,0
2,1,32,3.1,1
7,1,39,3.3,1
3,1,35,2.9,1
7,1,37,3.7,1
7,0,42,2.9,1
7,0,41,3.0,1
7,1,41,2.8,1
7,1,47,3.8,1
7,0,38,3.1,1
7,1,39,3.5,1
7,1,41,3.5,1
7,0,40,3.5,1
7,1,36,3.4,1
7,0,39,3.4,1
7,1,39,3.3,1
7,1,40,3.5,1
7,1,37,3.7,1
7,0,39,3.1,1
1,1,37,3.4,1
7,0,38,3.8,1
7,0,37,3.6,1
7,1,39,3.4,1
7,1,34,3.5,1
7,1,37,3.7,1
7,1,34,3.8,1
7,1,39,3.6,1
7,1,38,3.7,1
7,1,42,3.2,1
7,1,36,3.1,1
7,1,36,3.3,0
2,0,24,2.6,0
7,1,39,3.3,1
7,1,31,3.8,0
7,0,35,3.1,1
5,0,37,3.5,1
7,1,45,3.2,1
7,1,37,2.7,1
3,0,35,3.4,1
7,1,42,3.2,1
7,1,36,3.9,1
7,1,36,3.9,1
7,1,39,3.4,1
7,1,40,3.0,0
7,1,36,3.0,1
7,1,38,3.3,1
7,0,39,3.3,1
7,1,41,3.5,1
7,0,31,3.4,1
7,1,37,3.7,1
7,1,43,3.4,1
7,1,44,3.2,1
7,0,43,3.1,1
7,0,40,3.7,0
7,1,45,3.2,1
7,1,37,3.6,1
7,1,39,3.5,1
7,0,40,3.6,1
7,1,46,3.0,1
7,1,41,3.6,1
7,0,42,3.5,1
2,1,33,3.7,1
7,1,44,3.2,1
2,1,33,3.6,1
7,1,45,3.3,1
5,1,32,3.2,1
3,0,42,3.8,1
1,1,38,3.0,1
7,0,42,3.6,1
7,1,41,3.9,1
7,0,36,3.1,1
7,1,42,3.7,1
7,1,39,3.8,1
7,1,46,3.2,1
7,0,37,3.6,1
7,1,44,3.3,1
7,1,43,3.8,1
7,0,41,3.8,1
0,1,43,2.6,1
7,1,43,3.6,1
6,1,30,3.8,1
5,0,31,3.6,1
7,0,43,3.6,1
7,0,39,3.6,0
7,1,30,3.5,1
7,1,44,3.4,1
2,0,39,2.9,1
7,1,42,3.6,1
7,1,43,3.4,1
2,0,33,3.0,0
4,1,31,3.1,1
7,0,41,3.5,1
1,1,42,3.7,1
6,0,36,3.0,1
7,1,48,3.3,1
7,1,41,3.2,0
7,0,46,3.2,1
7,0,41,3.6,1
7,0,44,3.3,1
1,0,38,3.7,0
1,1,39,3.5,1
7,0,43,3.5,1
1,0,39,3.4,1
7,0,46,4.0,1
7,0,48,3.2,1
7,1,42,3.7,1
7,1,42,3.7,1
7,1,43,3.6,1
2,1,28,3.0,1
7,1,42,3.8,1
3,1,42,3.4,1
7,1,43,3.7,1
7,1,42,3.4,1
7,0,40,3.3,1
7,1,43,3.7,1
7,1,42,3.7,1
7,1,44,3.5,0
7,1,47,2.7,1
2,0,41,2.4,0
7,0,44,3.2,1
7,0,42,3.5,1
3,0,44,3.4,1
7,1,40,3.6,1
7,0,41,3.4,1
7,1,44,3.7,1
7,1,36,3.4,1
2,1,17,3.6,1
2,1,19,2.6,0
7,1,33,3.3,1
7,0,30,3.8,1
7,0,32,3.0,1
7,0,33,3.9,0
7,0,40,2.8,1
7,0,33,3.8,0
7,0,40,3.4,0
7,0,32,2.8,1
7,0,34,3.4,1
7,1,41,3.0,1
7,1,36,3.6,1
6,0,36,3.5,1
7,0,38,3.2,1
7,0,36,3.8,1
7,0,34,3.4,1
7,1,37,3.9,1
7,1,37,3.3,1
7,1,37,2.7,1
7,0,31,3.1,1
7,1,48,2.4,1
7,0,30,3.6,1
7,0,36,3.6,1
2,0,24,3.6,0
7,1,34,3.1,1
7,1,27,3.3,1
7,1,41,3.2,1
7,1,41,3.0,1
7,0,26,3.0,0
7,0,35,3.4,1
7,1,40,3.0,1
7,1,40,3.0,1
7,0,37,2.9,1
7,1,35,3.2,1
7,0,21,2.9,1
7,1,38,3.1,1
7,0,43,2.8,1
7,0,31,3.6,1
7,0,29,3.5,1
7,0,32,2.7,1
7,0,36,2.9,0
2,1,26,2.1,0
7,1,23,2.8,0
7,1,37,3.5,1
7,1,35,2.3,1
7,0,37,3.0,1
7,0,35,2.3,1
7,0,36,2.9,1
7,1,35,3.2,1
4,1,21,2.9,1
7,1,45,2.8,1
7,0,31,3.7,1
7,1,38,3.2,1
7,1,29,3.2,1
7,1,44,3.0,1
7,1,33,3.3,1
4,0,26,3.1,1
7,1,45,3.7,1
7,0,36,3.4,1
7,1,37,3.3,1
7,0,36,3.1,1
7,1,37,3.3,1
7,0,30,3.3,1
7,0,37,3.4,1
7,1,29,3.5,1
7,0,40,3.2,1
7,1,35,3.4,1
1,1,42,3.0,1
7,1,45,3.2,1
7,1,47,3.2,1
7,1,37,3.5,1
7,1,41,3.6,1
7,1,48,2.7,1
7,0,35,3.6,1
7,0,41,3.8,1
7,1,42,3.4,1
2,0,32,2.8,1
2,1,28,3.7,0
7,1,45,3.5,1
7,0,45,3.4,1
7,0,40,3.9,1
7,0,42,3.1,1
2,1,27,3.7,1
7,0,41,3.5,1
7,0,45,3.1,1
2,0,34,2.6,1
7,1,42,3.9,1
7,1,47,3.5,1
7,1,44,3.4,1
7,1,43,3.5,1
7,0,41,3.4,1
7,1,41,3.7,1
7,0,44,2.9,1
2,0,25,2.5,0
7,0,40,4.0,1
6,1,41,3.2,1
7,1,43,3.3,1
7,1,39,3.5,1
7,1,43,3.6,1
7,0,42,3.6,1
7,0,41,3.5,1
7,0,40,3.7,1
4,0,34,3.4,1
7,0,36,3.6,1
7,1,45,3.2,1
7,1,44,3.1,1
2,0,31,3.1,1
7,0,39,3.5,1
7,1,40,3.6,1
7,1,44,3.2,1
7,1,39,3.8,1
7,0,41,3.5,1
7,1,41,3.6,1
7,1,40,3.6,1
7,1,43,3.2,1
7,0,41,3.3,1
7,1,42,3.2,1
7,1,41,3.4,1
7,1,41,3.8,1
7,1,45,3.3,1
7,0,39,3.8,1
2,1,30,3.2,1
7,0,44,3.2,1
7,1,42,3.3,1
1,0,41,3.1,1
2,0,33,3.3,1
7,0,44,2.8,1
7,1,47,3.1,1
7,0,41,3.8,1
7,1,40,3.8,1
2,0,29,2.7,1
7,0,41,3.3,1
7,0,44,3.2,1
7,1,43,3.3,1
7,0,44,3.3,1
7,1,42,3.4,1
7,1,40,3.8,1
2,1,31,2.9,1
7,0,40,3.9,1
7,0,44,3.8,1
7,1,30,3.5,1
7,1,44,3.6,1
7,0,42,3.1,1
7,1,46,3.4,1
2,0,32,2.8,1
7,0,40,3.2,1
7,0,44,2.9,1
7,1,39,3.8,1
7,1,40,3.6,1
2,1,34,2.9,1
7,1,44,3.4,1
7,1,40,3.6,1
7,1,42,3.3,1
7,1,46,3.7,1
1,1,43,3.1,1
7,1,42,3.1,1
7,1,44,3.0,1
2,1,26,3.1,0
7,0,40,3.6,1
7,1,41,3.6,1
7,1,46,3.0,1
7,0,35,3.4,1
7,1,41,3.4,1
7,1,34,3.8,1
7,0,39,3.3,1
7,0,34,3.7,1
7,0,39,3.0,1
7,0,34,2.4,1
7,1,33,3.8,1
7,1,33,3.4,1
2,1,24,2.8,1
7,1,35,3.5,1
5,0,39,3.2,1
7,0,43,3.4,1
7,1,37,4.0,1
7,0,42,3.5,1
7,0,30,3.9,1
7,1,36,2.9,1
7,1,34,3.2,1
7,1,38,3.7,1
7,1,37,3.4,1
7,1,37,3.7,1
7,0,34,3.5,1
7,0,40,2.9,1
7,1,31,3.9,1
7,0,30,3.9,1
2,0,33,2.7,1
7,1,34,3.5,1
2,0,35,2.8,1
7,1,37,3.1,1
7,1,44,2.9,1
7,1,32,3.7,1
7,0,40,2.7,1
7,0,39,3.6,1
7,1,37,3.5,1
2,0,27,2.8,1
7,1,43,2.8,1
7,1,38,3.6,1
7,1,37,3.3,1
7,1,41,2.9,1
7,1,43,3.4,1
7,0,37,3.4,1
7,1,35,3.1,0
7,0,38,3.2,1
7,1,38,3.6,1
7,1,43,2.9,1
7,1,35,3.8,1
7,1,35,3.2,1
7,1,31,3.6,1
7,1,36,3.1,1
7,1,40,3.5,1
7,1,36,3.5,1
2,0,28,2.7,0
7,0,32,3.6,1
7,0,34,3.1,1
7,0,36,3.4,1
7,0,33,3.2,1
1,1,32,3.4,1
7,1,35,3.4,1
7,0,36,3.1,1
7,1,37,3.6,1
7,0,36,3.2,1
7,0,37,3.1,1
7,1,39,3.3,1
7,1,37,3.7,1
7,0,34,3.6,1
7,1,44,3.1,1
7,1,42,3.2,1
7,1,48,3.3,1
7,1,40,3.3,1
7,1,41,3.2,1
7,1,36,3.4,1
7,1,37,3.0,1
7,0,36,3.2,1
7,0,39,3.1,1
7,0,35,3.8,1
7,1,42,3.4,1
7,1,34,3.1,1
7,1,39,3.2,1
7,1,35,3.5,1
7,1,42,3.3,1
7,1,37,3.1,1
7,0,40,3.4,1
7,0,37,3.6,1
7,1,46,2.9,1
7,1,37,3.6,1
2,0,38,2.9,1
7,0,35,3.7,1
7,0,40,3.3,1
7,1,40,3.4,1
7,0,39,3.2,1
7,0,40,3.2,1
7,1,35,3.4,1
7,1,38,3.8,1
7,1,40,3.1,1
7,1,38,3.1,1
7,0,36,2.9,1
7,0,35,3.3,1
7,1,37,3.4,1
7,1,34,3.3,1
7,1,36,3.1,1
7,1,36,3.5,1
2,0,32,2.8,1
7,1,35,3.6,1
1,0,35,3.7,1
7,0,35,3.2,1
7,1,34,3.5,1
7,1,36,3.4,1
7,1,37,3.3,1
7,0,37,3.2,1
7,0,40,3.5,1
7,0,38,3.4,1
7,0,36,3.0,1
2,0,33,2.6,1
7,1,34,3.5,1
7,1,39,3.4,1
7,0,41,3.7,1
7,1,39,3.0,1
7,1,36,3.3,1
7,1,38,3.3,1
7,0,39,3.0,0
7,0,35,3.3,1
7,0,37,3.1,1
7,0,39,3.4,1
7,0,38,3.4,1
7,0,40,3.3,1
7,1,36,3.5,1
7,0,36,3.4,1
7,0,39,2.8,1
7,0,35,3.8,1
7,1,38,3.5,1
7,0,44,3.3,1
7,0,37,3.4,1
7,0,41,3.0,1
1,0,33,3.5,1
7,1,40,2.9,1
7,1,35,3.2,1
7,1,36,3.2,1
7,0,35,3.5,1
7,0,36,3.6,1
7,0,37,3.1,1
7,1,35,3.3,1
7,0,35,3.5,1
7,1,35,3.1,1
7,0,39,2.6,1
7,1,35,2.9,1
7,0,37,3.7,1
7,1,39,3.1,1
7,1,44,3.5,1
7,1,44,3.8,1
7,1,34,3.6,1
7,1,39,3.6,1
7,1,46,3.5,1
7,1,40,3.5,1
7,1,42,3.7,1
7,1,41,3.4,1
7,1,46,3.0,1
7,1,43,3.3,1
7,1,43,3.9,1
7,1,41,3.2,1
7,0,45,3.2,1
7,1,40,3.6,1
7,1,48,3.5,1
1,0,37,3.8,1
7,0,39,3.7,1
7,1,39,3.6,1
7,1,47,2.9,1
7,0,45,2.7,1
2,1,32,2.6,1
7,1,41,3.7,1
7,1,39,4.0,1
7,1,42,4.0,1
7,1,44,3.4,1
7,1,44,3.1,1
7,1,44,3.2,1
7,1,46,3.7,1
4,0,32,3.3,1
7,1,43,3.4,1
7,1,41,3.4,1
7,1,48,3.0,1
7,1,36,3.9,1
7,0,37,3.3,1
7,1,38,3.5,1
7,1,37,3.7,1
2,1,32,2.4,1
7,1,43,3.8,1
2,1,38,2.7,1
2,1,42,2.7,1
2,0,36,2.7,0
7,1,43,3.3,1
7,0,37,4.0,1
7,1,41,3.6,1
7,1,46,3.2,1
5,1,46,3.0,1
7,1,44,3.5,1
7,0,38,3.9,1
7,1,41,3.5,1
7,0,44,3.5,1
7,1,40,3.4,1
7,0,42,3.7,1
7,1,42,3.6,1
7,1,41,3.5,1
7,0,40,3.5,1
7,0,41,3.4,1
7,1,45,3.7,1
7,0,40,3.2,1
7,1,41,3.1,1
7,1,39,4.0,1
7,1,39,3.0,1
7,1,44,3.7,1
6,0,38,4.0,1
2,1,28,3.0,1
7,1,46,3.0,1
7,1,42,3.9,1
7,0,41,3.3,1
7,1,42,3.7,1
7,1,44,3.4,1
7,1,46,3.1,1
7,1,41,3.4,1
7,1,45,3.1,1
2,0,37,2.5,1
7,1,44,3.4,1
7,0,39,4.0,1
7,0,41,3.5,1
7,0,39,3.5,1
7,1,42,3.1,1
7,1,39,3.6,1
7,1,47,2.9,1
7,1,42,3.2,1
7,0,38,3.9,1
7,0,35,3.4,1
2,0,21,3.9,1
7,1,42,2.7,1
7,0,31,3.3,0
2,1,25,3.0,1
7,0,39,3.2,1
7,0,34,3.5,1
7,0,38,3.7,1
7,1,37,3.6,1
7,1,40,2.8,1
7,1,36,3.1,1
7,1,42,3.2,1
7,1,37,3.8,1
7,1,38,3.7,1
7,0,38,3.5,1
7,1,36,2.8,1
7,0,39,3.9,1
7,0,38,3.0,1
2,1,29,3.1,0
2,1,24,2.8,0
7,1,34,3.3,1
7,1,39,3.6,1
7,1,37,3.4,1
7,1,35,3.9,1
7,1,38,3.2,1
4,1,36,2.8,1
7,0,34,3.8,1
7,1,40,3.2,1
7,1,36,3.6,0
7,0,37,3.7,1
7,0,38,2.9,1
7,0,37,3.2,0
7,1,40,3.4,1
7,1,44,2.7,1
7,0,35,3.1,1
7,0,34,2.9,0
7,0,39,3.6,0
7,0,33,4.0,1
7,1,40,4.0,1
7,1,37,2.2,1
7,1,38,3.1,1
7,0,40,3.1,1
7,0,37,3.5,1
7,1,34,3.3,1
7,0,37,3.8,1
7,1,35,4.0,1
2,0,24,2.6,0
7,0,37,4.0,1
2,0,32,2.1,1
7,1,40,3.4,1
7,1,40,3.1,1
7,1,40,3.7,1
7,1,33,3.5,1
7,1,37,3.7,1
7,0,41,3.7,1
7,1,34,3.3,1
7,1,39,3.3,1
7,0,37,3.4,1
7,1,41,3.3,1
7,0,36,3.9,1
7,0,34,3.9,1
7,1,32,3.9,1
7,1,40,3.8,1
7,1,37,3.7,1
7,0,41,2.9,1
7,0,36,3.4,1
7,1,37,3.6,0
7,0,34,3.2,0
7,1,35,3.3,1
7,1,41,3.7,1
7,0,41,3.1,1
7,1,39,3.7,1
7,0,40,3.3,1
7,0,36,3.3,0
7,1,35,3.4,0
7,0,42,3.9,1
7,1,40,3.7,1
7,0,35,3.2,0
7,1,36,3.3,1
7,1,39,3.3,1
7,1,35,3.6,0
7,1,36,3.6,1
7,0,35,3.4,1
7,1,40,3.8,1
7,0,38,3.3,1
7,0,36,3.7,1
7,0,37,2.9,0
7,0,40,3.7,1
7,0,36,3.7,1
7,1,36,3.4,1
7,1,43,3.5,1
7,0,47,4.0,1
2,0,28,2.8,1
2,0,26,3.0,0
7,0,41,3.6,1
7,0,34,3.4,0
7,0,36,3.1,1
7,1,33,3.9,1
7,1,39,3.3,0
2,1,26,3.1,0
7,0,36,3.6,1
7,1,42,3.3,1
7,1,39,3.1,1
7,1,40,2.9,1
7,0,44,3.7,1
7,1,39,3.6,1
7,1,40,3.1,1
7,1,38,3.0,1
7,0,38,3.5,1
7,1,42,2.7,1
7,1,37,3.4,1
7,0,38,2.9,1
7,1,37,3.3,1
2,1,29,2.6,1
7,0,39,3.7,1
7,1,35,3.3,1
7,1,37,2.8,1
7,1,37,3.6,0
7,1,37,3.3,1
7,0,39,3.5,1
7,1,36,3.5,1
7,1,40,3.0,1
7,0,36,3.2,1
7,0,38,3.7,1
7,0,38,3.3,1
7,1,35,3.8,1
7,0,35,3.4,1
7,0,40,2.7,1
7,0,37,3.2,1
7,1,43,3.2,1
7,1,41,3.8,1
7,0,38,3.5,1
7,0,32,3.6,1
7,1,40,3.4,1
7,1,41,3.1,1
7,1,37,3.5,1
7,0,38,3.8,1
3,1,34,2.8,1
7,1,35,3.1,1
7,0,39,3.6,1
7,0,37,3.4,1
7,0,38,3.1,1
7,0,39,3.1,1
7,0,48,2.9,1
7,0,40,3.4,1
7,1,33,3.5,1
7,1,35,3.4,1
7,1,33,3.5,1
7,1,35,3.4,1
7,1,42,3.2,1
7,0,35,3.5,1
7,1,36,3.5,1
2,0,33,2.5,1
7,0,36,3.7,1
7,1,35,3.3,1
7,0,39,3.2,1
7,0,42,3.0,1
7,0,36,3.2,1
7,1,37,3.3,1
7,0,36,3.2,1
7,0,37,3.3,1
7,1,35,3.3,1
7,1,39,3.4,1
7,0,38,3.0,1
7,0,34,3.4,1
7,0,35,3.2,1
7,1,37,3.5,1
7,1,40,3.0,1
7,1,39,3.1,1
7,0,37,3.1,1
7,1,42,3.4,1
7,1,39,3.2,1
7,0,37,3.3,1
1,1,32,3.4,1
7,1,38,3.4,1
7,0,34,3.7,1
2,1,32,2.5,0
7,1,35,2.8,0
7,0,34,3.3,1
7,1,40,2.4,1
7,0,38,3.2,1
3,0,32,2.7,1
7,1,35,3.1,1
7,1,41,3.3,1
7,0,34,3.1,1
7,0,41,3.6,1
7,1,42,2.7,1
7,1,36,2.9,1
7,1,36,2.9,1
7,0,33,3.4,1
7,0,35,3.3,1
7,0,37,3.5,1
7,1,36,2.8,1
7,0,38,3.4,1
7,0,38,3.6,1
7,0,34,3.5,1
7,0,35,3.5,1
7,0,34,3.1,1
7,0,35,3.4,1
7,1,37,3.8,1
7,1,38,3.7,1
7,0,40,3.0,1
2,1,33,2.8,0
7,0,38,2.9,1
7,0,37,3.5,1
7,1,37,3.2,1
5,1,39,3.7,1
7,0,37,3.2,1
2,1,29,2.9,1
2,0,30,3.0,0
7,0,37,2.9,1
7,1,34,3.0,1
7,0,35,3.0,1
7,0,39,3.0,1
2,0,27,2.9,0
7,0,31,3.1,1
7,1,39,2.8,1
7,0,40,2.5,1
7,1,37,2.6,1
7,1,28,3.2,1
3,0,31,3.4,0
7,1,36,2.1,1
7,0,30,3.4,1
7,0,37,3.7,1
7,1,32,3.8,1
7,1,44,2.7,1
7,1,36,3.4,1
7,1,34,2.7,1
7,0,40,3.3,1
7,1,44,3.0,1
7,1,39,3.2,1
7,0,34,3.0,0
7,0,37,3.2,1
7,1,26,3.5,1
7,1,39,3.1,1
7,1,36,3.4,1
7,1,33,3.2,1
7,0,39,2.9,1
3,0,40,3.7,1
7,0,37,3.0,1
7,0,40,2.9,1
7,0,44,3.6,1
7,1,36,3.3,1
7,1,34,2.8,0
7,0,33,3.8,1
7,1,41,3.0,1
7,0,48,3.3,1
7,0,29,2.8,0
7,0,29,3.1,1
7,1,29,2.9,0
7,1,38,3.0,1
7,0,41,2.7,1
7,1,35,3.4,1
7,0,32,3.6,1
7,1,37,3.2,1
7,0,36,3.2,1
7,0,37,3.5,1
7,0,38,3.8,1
7,0,30,3.8,1
7,1,37,3.7,0
7,1,39,3.0,0
7,1,33,3.7,1
7,1,36,3.7,1
1,0,47,3.3,1
2,1,30,2.8,0
7,0,38,2.8,0
7,0,40,2.8,1
7,0,41,3.4,1
7,1,33,3.4,1
7,1,41,2.4,0
7,1,38,3.1,1
7,0,39,2.8,1
7,1,40,2.5,1
7,1,35,2.8,0
7,1,32,2.7,0
7,1,34,2.8,0
7,1,33,3.0,1
7,1,31,2.6,0
7,1,39,2.1,1
7,1,33,2.8,1
7,0,35,2.2,0
7,1,36,2.9,1
7,1,37,2.1,1
7,1,33,2.7,1
7,1,39,2.2,1
7,1,34,2.7,1
2,0,24,2.6,0
7,1,34,2.9,1
7,0,38,3.6,1
7,1,40,2.1,1
2,1,21,3.1,1
7,1,35,2.7,1
7,1,37,2.3,1
7,1,37,3.3,1
6,1,37,2.2,1
7,1,30,2.7,1
3,0,35,2.7,1
7,0,33,2.7,1
7,1,33,3.0,1
7,1,30,2.6,1
7,0,33,2.9,1
7,0,29,3.1,1
7,0,33,3.1,1
7,1,32,2.7,1
7,1,34,2.9,1
5,0,32,2.4,1
7,0,26,2.9,1
7,1,32,2.8,1
7,0,37,2.7,1
7,1,37,2.0,0
7,1,36,2.9,1
7,1,34,2.2,1
7,1,30,2.8,1
7,1,26,2.9,1
7,0,34,2.8,1
7,1,35,2.8,1
7,0,35,2.7,1
2,0,25,2.7,0
7,1,37,2.1,1
7,1,35,2.8,1
7,1,31,3.0,0
7,1,36,2.8,1
7,1,32,2.6,1
7,1,34,2.8,1
7,0,32,3.1,1
7,1,39,3.8,1
7,1,44,2.3,1
7,1,36,2.8,1
7,1,36,2.4,1
7,1,37,2.3,1
7,1,37,2.9,1
6,1,25,2.8,1
7,0,30,2.7,1
7,0,34,2.7,1
7,0,33,2.3,0
4,1,31,2.4,1
7,1,33,2.6,1
7,1,33,2.7,1
7,0,34,2.6,1
7,1,33,2.9,1
7,1,37,2.8,0
7,1,38,2.5,1
7,1,35,3.8,1
7,1,36,3.9,1
7,1,40,3.7,1
7,0,46,3.4,1
7,1,38,3.7,1
7,1,30,3.5,1
7,1,40,2.9,0
1,0,37,3.2,1
5,1,34,3.1,1
7,1,39,3.1,1
7,0,38,2.9,1
7,1,36,3.4,1
1,1,41,2.9,0
7,1,41,2.6,1
7,0,36,3.4,1
7,1,46,3.1,1
5,0,40,2.9,1
7,1,42,2.6,1
7,1,36,3.6,1
6,1,44,2.8,1
7,0,40,2.9,1
7,0,34,3.6,1
7,0,42,3.8,1
3,0,33,2.7,1
7,0,39,3.6,1
7,1,39,2.6,1
7,1,38,3.1,1
7,0,42,3.0,1
3,0,39,3.4,1
2,0,31,2.6,1
3,0,40,3.6,1
7,1,37,3.5,1
7,1,40,2.7,1
7,0,39,3.0,1
7,0,42,3.5,1
7,1,38,3.4,1
7,0,33,3.3,1
7,1,39,3.2,1
7,0,39,3.6,1
7,1,38,3.1,1
7,0,42,3.1,1
7,0,39,3.6,1
7,0,38,3.5,1
4,0,36,2.7,1
7,1,38,3.6,1
7,1,38,3.4,1
7,1,40,3.1,1
5,1,43,3.0,1
7,1,36,3.4,1
7,1,38,2.9,1
7,0,36,3.2,1
2,0,32,2.8,1
7,1,40,3.3,1
7,1,36,2.9,1
7,0,42,3.8,1
7,1,43,2.7,0
7,0,36,3.7,1
7,0,35,3.2,1
7,0,38,3.1,1
7,0,36,3.5,1
7,0,38,3.3,1
7,1,38,3.0,1
7,1,34,3.3,1
7,1,39,3.6,1
7,1,39,3.0,1
7,1,43,3.1,1
7,1,41,2.9,0
7,1,45,3.9,1
7,0,37,3.1,1
7,1,43,3.5,1
7,1,33,3.1,1
7,1,38,3.0,1
7,1,37,3.3,1
7,0,36,3.2,1
7,0,37,3.2,1
2,0,24,3.6,1
7,0,37,3.4,1
7,0,34,3.8,1
7,0,37,3.2,1
7,1,43,3.3,1
7,1,41,3.0,0
7,0,37,3.3,1
7,1,43,2.9,1
7,1,33,3.5,1
7,1,43,3.7,1
7,1,38,2.9,1
7,0,35,3.5,1
7,0,36,2.9,1
7,0,39,3.4,0
7,1,38,3.3,1
7,1,35,3.6,1
7,0,38,3.1,1
7,1,37,3.1,1
7,0,31,3.9,1
7,1,42,4.0,1
7,0,34,3.8,1
7,0,38,3.5,1
7,0,37,3.2,1
7,1,38,3.6,1
7,1,35,3.0,1
7,0,29,3.0,1
7,0,40,3.9,1
7,1,42,2.9,1
7,0,44,3.3,1
7,0,41,3.7,1
7,1,36,3.1,1
7,0,37,3.5,1
7,1,44,3.7,1
7,1,39,3.3,1
7,1,36,3.0,1
7,1,36,3.3,1
7,0,39,3.0,1
2,0,31,3.4,1
7,1,39,3.3,1
7,0,38,3.6,1
7,0,37,3.2,1
7,1,37,3.6,1
7,1,38,3.0,1
7,0,37,3.2,0
7,1,43,2.5,1
7,0,40,2.4,1
7,0,38,3.2,1
7,0,32,2.6,1
7,1,33,3.1,1
7,0,30,3.2,0
7,0,29,3.1,0
5,1,38,3.1,1
7,1,40,2.9,1
7,0,37,2.8,1
7,1,36,2.4,1
2,0,25,3.7,0
7,1,33,2.6,0
7,1,34,2.4,0
7,1,36,3.3,1
7,0,31,3.6,0
7,1,38,2.7,1
4,0,37,3.8,1
7,0,32,3.2,1
3,0,31,3.1,1
7,1,31,3.1,0
7,1,32,3.0,0
7,0,26,3.3,1
7,0,40,3.6,1
7,0,36,3.2,1
6,0,29,2.0,0
7,0,38,2.4,0
7,0,39,3.4,1
7,0,34,2.6,1
7,1,39,2.8,1
7,1,39,2.7,1
7,1,40,2.9,1
7,0,35,3.2,1
7,1,38,2.9,1
7,1,39,3.4,1
7,0,38,3.0,1
7,1,40,2.9,0
7,0,45,3.9,1
7,1,39,2.7,1
7,1,35,2.7,1
1,1,35,2.6,1
7,1,38,3.0,1
7,1,32,3.5,1
7,1,38,2.8,0
7,1,41,2.3,1
1,0,26,3.4,1
4,0,22,2.9,0
7,0,32,2.4,1
7,0,33,3.6,1
7,1,35,2.6,1
7,1,40,3.6,1
7,0,38,3.1,1
7,0,37,2.8,1
7,1,19,2.2,0
7,1,38,2.5,0
7,0,37,2.5,1
7,1,33,2.8,1
7,1,33,2.7,1
7,1,34,2.5,1
7,0,32,2.4,1
7,1,31,2.7,0
7,1,30,2.3,1
7,1,29,2.2,1
7,1,33,2.4,1
7,0,33,3.0,1
7,0,31,2.6,0
7,1,34,2.4,1
7,0,33,3.3,1
7,1,30,3.3,1
7,1,38,2.6,1
7,1,40,2.3,1
7,1,39,2.5,1
7,0,36,2.4,0
2,1,23,3.1,0
7,0,34,3.8,1
7,0,30,3.3,0
7,1,35,3.1,1
7,1,36,3.0,1
7,1,45,2.3,1
7,1,39,2.7,1
7,1,39,2.0,1
7,1,33,2.7,1
7,0,34,2.6,1
7,1,34,2.6,1
2,1,28,2.1,1
7,1,34,3.0,1
7,0,34,3.1,1
7,0,31,2.8,1
7,1,35,2.8,1
7,1,34,2.9,1
7,0,31,3.4,1
7,1,41,2.4,1
7,0,35,2.6,1
7,1,25,3.1,1
7,1,27,2.8,1
7,1,35,2.8,1
7,1,42,2.1,1
7,1,35,2.1,1
7,1,34,2.8,1
7,1,33,2.8,1
7,1,34,2.8,1
7,1,34,2.8,1
7,1,36,3.0,1
7,1,36,2.3,0
